,FPR,FNR
0,0.0,1.0
1,0.0,1.0
2,0.0,1.0
3,0.0,1.0
4,0.0,1.0
5,0.0,1.0
6,0.0,1.0
7,0.0,1.0
8,0.0,1.0
9,0.0,1.0
10,0.0,1.0
11,0.0,1.0
12,0.0,1.0
13,0.0,1.0
14,0.0,1.0
15,0.0,1.0
16,0.0,1.0
17,0.0,1.0
18,0.0,1.0
19,0.0,1.0
20,0.0,0.9930795847750865
21,0.0015467904098994587,0.9896193771626297
22,0.0,0.9930795847750865
23,0.0,0.9930795847750865
24,0.002320185614849188,0.9896193771626297
25,0.0,0.9965397923875432
26,0.0015467904098994587,0.9930795847750865
27,0.0,0.9930795847750865
28,0.0015467904098994587,0.9896193771626297
29,0.0,0.9965397923875432
30,0.0015467904098994587,0.9896193771626297
31,0.0,0.9930795847750865
32,0.0030935808197989174,0.9826989619377162
33,0.0,0.9930795847750865
34,0.0,0.9930795847750865
35,0.0007733952049497294,0.9896193771626297
36,0.0,0.9930795847750865
37,0.002320185614849188,0.9896193771626297
38,0.0015467904098994587,0.9896193771626297
39,0.0,0.9930795847750865
40,0.0030935808197989174,0.9826989619377162
41,0.006187161639597835,0.9757785467128027
42,0.007733952049497293,0.9757785467128027
43,0.009280742459396751,0.972318339100346
44,0.0069605568445475635,0.9757785467128027
45,0.005413766434648105,0.9757785467128027
46,0.0038669760247486465,0.9757785467128027
47,0.0038669760247486465,0.9792387543252595
48,0.008507347254447023,0.972318339100346
49,0.006187161639597835,0.9757785467128027
50,0.005413766434648105,0.9757785467128027
51,0.0038669760247486465,0.9792387543252595
52,0.007733952049497293,0.9757785467128027
53,0.0030935808197989174,0.9792387543252595
54,0.008507347254447023,0.9757785467128027
55,0.002320185614849188,0.986159169550173
56,0.0069605568445475635,0.9757785467128027
57,0.008507347254447023,0.9757785467128027
58,0.008507347254447023,0.972318339100346
59,0.007733952049497293,0.9757785467128027
60,0.0,0.9965397923875432
61,0.0,1.0
62,0.004640371229698376,0.9930795847750865
63,0.004640371229698376,0.9965397923875432
64,0.006187161639597835,0.9896193771626297
65,0.0007733952049497294,0.9965397923875432
66,0.006187161639597835,0.9826989619377162
67,0.0,0.9965397923875432
68,0.0,1.0
69,0.004640371229698376,0.9965397923875432
70,0.005413766434648105,0.9930795847750865
71,0.0015467904098994587,0.9965397923875432
72,0.004640371229698376,0.9930795847750865
73,0.0,1.0
74,0.0007733952049497294,0.9965397923875432
75,0.005413766434648105,0.9896193771626297
76,0.0015467904098994587,0.9965397923875432
77,0.0,1.0
78,0.0,0.9965397923875432
79,0.0030935808197989174,0.9965397923875432
80,0.004640371229698376,0.9896193771626297
81,0.005413766434648105,0.9896193771626297
82,0.0069605568445475635,0.9826989619377162
83,0.005413766434648105,0.9896193771626297
84,0.005413766434648105,0.9896193771626297
85,0.0038669760247486465,0.9930795847750865
86,0.005413766434648105,0.9896193771626297
87,0.0030935808197989174,0.9930795847750865
88,0.005413766434648105,0.9896193771626297
89,0.005413766434648105,0.9896193771626297
90,0.005413766434648105,0.9896193771626297
91,0.0015467904098994587,0.9965397923875432
92,0.0,1.0
93,0.004640371229698376,0.9896193771626297
94,0.005413766434648105,0.9896193771626297
95,0.005413766434648105,0.9896193771626297
96,0.0007733952049497294,0.9930795847750865
97,0.006187161639597835,0.986159169550173
98,0.005413766434648105,0.9896193771626297
99,0.005413766434648105,0.9896193771626297
